audit_unit_sequence,audit_unit_id,audit_priority,evidence_route,profile_count,markets,normalized_source_domain,profile_keys,titles,addresses,observed_categories,source_website_urls,source_phones,direct_profile_evidence_urls,official_site_search_urls,profile_search_urls,decision_boundary
11,eligibility_review_block:e7049a065b0534c1,1,shared_domain_block,3,LA_CA_L,www.eisnerhealth.org,google:cid:1498220725156722538 || google:cid:17835189435584102604 || google:cid:17016569287748856828,Eisner Health - Downtown Los Angeles || Eisner Health - Lynwood || Eisner Health - Sherman Oaks,"1530 S Olive St, Los Angeles, CA 90015 || 3680 E Imperial Hwy #200, Lynwood, CA 90262 || Dental Clinic Suite LL, 15477 Ventura Blvd #300, Sherman Oaks, CA 91403",Medical clinic,http://www.eisnerhealth.org/,+1213-747-5542 || +1310-608-4898 || +1818-907-0322,https://www.google.com/maps?cid=1498220725156722538 || https://www.google.com/maps?cid=17835189435584102604 || https://www.google.com/maps?cid=17016569287748856828,https://www.google.com/search?q=site%3Awww.eisnerhealth.org+%22Eisner+Health+-+Downtown+Los+Angeles%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.eisnerhealth.org+%22Eisner+Health+-+Lynwood%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.eisnerhealth.org+%22Eisner+Health+-+Sherman+Oaks%22+dental+dentist+patients,https://www.google.com/search?q=%22Eisner+Health+-+Downtown+Los+Angeles%22+%221530+S+Olive+St%2C+Los+Angeles%2C+CA+90015%22+%22%2B1213-747-5542%22+dentist+dental+patients || https://www.google.com/search?q=%22Eisner+Health+-+Lynwood%22+%223680+E+Imperial+Hwy+%23200%2C+Lynwood%2C+CA+90262%22+%22%2B1310-608-4898%22+dentist+dental+patients || https://www.google.com/search?q=%22Eisner+Health+-+Sherman+Oaks%22+%22Dental+Clinic+Suite+LL%2C+15477+Ventura+Blvd+%23300%2C+Sherman+Oaks%2C+CA+91403%22+%22%2B1818-907-0322%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
12,eligibility_review_block:06ca6a64708e9121,1,shared_domain_block,2,Buffalo_NY_L,www.evergreenhs.org,google:cid:15855541177964720473 || google:cid:5257324846144316958,Evergreen Health,"800 Hertel Ave Ste 100, Buffalo, NY 14207 || 206 S Elmwood Ave, Buffalo, NY 14201",Community health center,https://www.evergreenhs.org/ || http://www.evergreenhs.org/,+1716-847-2441,https://www.google.com/maps?cid=15855541177964720473 || https://www.google.com/maps?cid=5257324846144316958,https://www.google.com/search?q=site%3Awww.evergreenhs.org+%22Evergreen+Health%22+dental+dentist+patients,https://www.google.com/search?q=%22Evergreen+Health%22+%22800+Hertel+Ave+Ste+100%2C+Buffalo%2C+NY+14207%22+%22%2B1716-847-2441%22+dentist+dental+patients || https://www.google.com/search?q=%22Evergreen+Health%22+%22206+S+Elmwood+Ave%2C+Buffalo%2C+NY+14201%22+%22%2B1716-847-2441%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
13,eligibility_review_block:ae7b1b62a31a0ab5,1,shared_domain_block,5,NYC_NY_L,www.institute.org,google:cid:17106224640588947992 || google:cid:11781321278977330842 || google:cid:445069592422833706 || google:cid:17125209626621041816 || google:cid:5364480293788529244,Family Health Center of Harlem || Stevenson Family Health Center || The Institute for Family Health at Westchester Square (Open for telehealth) || Urban Horizons Family Health Center || Walton Family Health Center,"1824 Madison Ave, New York, NY 10035 || 731 White Plains Rd, Bronx, NY 10473 || 1420 Ferris Pl, Bronx, NY 10461 || 50 E 168th St, Bronx, NY 10452 || 1894 Walton Ave, Bronx, NY 10453",Medical clinic,http://www.institute.org/ || http://www.institute.org/access,+1212-423-4500 || +1718-589-8775 || +1718-730-1004 || +1718-293-3900 || +1718-583-3060,https://www.google.com/maps?cid=17106224640588947992 || https://www.google.com/maps?cid=11781321278977330842 || https://www.google.com/maps?cid=445069592422833706 || https://www.google.com/maps?cid=17125209626621041816 || https://www.google.com/maps?cid=5364480293788529244,https://www.google.com/search?q=site%3Awww.institute.org+%22Family+Health+Center+of+Harlem%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.institute.org+%22Stevenson+Family+Health+Center%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.institute.org+%22The+Institute+for+Family+Health+at+Westchester+Square+%28Open+for+telehealth%29%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.institute.org+%22Urban+Horizons+Family+Health+Center%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.institute.org+%22Walton+Family+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Family+Health+Center+of+Harlem%22+%221824+Madison+Ave%2C+New+York%2C+NY+10035%22+%22%2B1212-423-4500%22+dentist+dental+patients || https://www.google.com/search?q=%22Stevenson+Family+Health+Center%22+%22731+White+Plains+Rd%2C+Bronx%2C+NY+10473%22+%22%2B1718-589-8775%22+dentist+dental+patients || https://www.google.com/search?q=%22The+Institute+for+Family+Health+at+Westchester+Square+%28Open+for+telehealth%29%22+%221420+Ferris+Pl%2C+Bronx%2C+NY+10461%22+%22%2B1718-730-1004%22+dentist+dental+patients || https://www.google.com/search?q=%22Urban+Horizons+Family+Health+Center%22+%2250+E+168th+St%2C+Bronx%2C+NY+10452%22+%22%2B1718-293-3900%22+dentist+dental+patients || https://www.google.com/search?q=%22Walton+Family+Health+Center%22+%221894+Walton+Ave%2C+Bronx%2C+NY+10453%22+%22%2B1718-583-3060%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
14,eligibility_review_block:fab56810fda7a991,1,shared_domain_block,3,NYC_NY_L,www.mhhc.org,google:cid:6492963245042507531 || google:cid:9516528143012860758 || google:cid:3164012872835746003,MHHC at St. Ann's || MHHC at Vanguard || MHHC at Walton,"625 E 137th St #1776, Bronx, NY 10454 || 825 E 233rd St, Bronx, NY 10466 || 25 E 183rd St, Bronx, NY 10453",Medical clinic,http://www.mhhc.org/,+1718-716-4400,https://www.google.com/maps?cid=6492963245042507531 || https://www.google.com/maps?cid=9516528143012860758 || https://www.google.com/maps?cid=3164012872835746003,https://www.google.com/search?q=site%3Awww.mhhc.org+%22MHHC+at+St.+Ann%27s%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.mhhc.org+%22MHHC+at+Vanguard%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.mhhc.org+%22MHHC+at+Walton%22+dental+dentist+patients,https://www.google.com/search?q=%22MHHC+at+St.+Ann%27s%22+%22625+E+137th+St+%231776%2C+Bronx%2C+NY+10454%22+%22%2B1718-716-4400%22+dentist+dental+patients || https://www.google.com/search?q=%22MHHC+at+Vanguard%22+%22825+E+233rd+St%2C+Bronx%2C+NY+10466%22+%22%2B1718-716-4400%22+dentist+dental+patients || https://www.google.com/search?q=%22MHHC+at+Walton%22+%2225+E+183rd+St%2C+Bronx%2C+NY+10453%22+%22%2B1718-716-4400%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
15,eligibility_review_block:d7a5aa74bca27ed6,1,shared_domain_block,2,NYC_NY_L,www.mlkhealthcenter.com,google:cid:16423535341868293306 || google:cid:6226833835766794545,BronxCare - Ogden Family Medical and Dental || BronxCare Third Avenue Medical and Dental Practice,"1067 Ogden Ave, Bronx, NY 10451 || 2739 3rd Ave, Bronx, NY 10451",Medical clinic,https://www.mlkhealthcenter.com/locations/bronxcare-ogden-family-medical-and-dental/ || https://www.mlkhealthcenter.com/,+1718-992-7669 || +1718-838-1000,https://www.google.com/maps?cid=16423535341868293306 || https://www.google.com/maps?cid=6226833835766794545,https://www.google.com/search?q=site%3Awww.mlkhealthcenter.com+%22BronxCare+-+Ogden+Family+Medical+and+Dental%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.mlkhealthcenter.com+%22BronxCare+Third+Avenue+Medical+and+Dental+Practice%22+dental+dentist+patients,https://www.google.com/search?q=%22BronxCare+-+Ogden+Family+Medical+and+Dental%22+%221067+Ogden+Ave%2C+Bronx%2C+NY+10451%22+%22%2B1718-992-7669%22+dentist+dental+patients || https://www.google.com/search?q=%22BronxCare+Third+Avenue+Medical+and+Dental+Practice%22+%222739+3rd+Ave%2C+Bronx%2C+NY+10451%22+%22%2B1718-838-1000%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
16,eligibility_review_block:3e1c0340286c06e2,1,shared_domain_block,2,NYC_NY_L,www.mountsinai.org,google:cid:14029482900807417077 || google:cid:7511299405233410581,Jack Martin Fund Clinic || Mount Sinai Queens-Family Health,"158 W 124th St, New York, NY 10027 || 31-60 21st St, Astoria, NY 11106",Medical clinic,http://www.mountsinai.org/patient-care/service-areas/infectious-diseases/hiv-aids/jack-martin-fund-clinic || https://www.mountsinai.org/locations/queens/facilities/medical/family-health-associates?y_source=1_MjAxMjU1OTI0OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1332-243-0100 || +1718-808-7300,https://www.google.com/maps?cid=14029482900807417077 || https://www.google.com/maps?cid=7511299405233410581,https://www.google.com/search?q=site%3Awww.mountsinai.org+%22Jack+Martin+Fund+Clinic%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.mountsinai.org+%22Mount+Sinai+Queens-Family+Health%22+dental+dentist+patients,https://www.google.com/search?q=%22Jack+Martin+Fund+Clinic%22+%22158+W+124th+St%2C+New+York%2C+NY+10027%22+%22%2B1332-243-0100%22+dentist+dental+patients || https://www.google.com/search?q=%22Mount+Sinai+Queens-Family+Health%22+%2231-60+21st+St%2C+Astoria%2C+NY+11106%22+%22%2B1718-808-7300%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
17,eligibility_review_block:ed339689d4238a92,1,shared_domain_block,2,NYC_NY_L,www.nytmj.com,google:cid:14729043579708094485 || google:cid:12702828959288087172,"Dr. Donald Tanenbaum || New York TMJ & Orofacial Pain (NY, NY 5th Ave)","630 5th Ave Ste. 1857, New York, NY 10111",Pain management physician,https://www.nytmj.com/?utm_source=local_directory&utm_medium=referral&utm_campaign=directory-listing || https://www.nytmj.com/?utm_source=gbp&utm_medium=organic,+1212-265-0110,https://www.google.com/maps?cid=14729043579708094485 || https://www.google.com/maps?cid=12702828959288087172,https://www.google.com/search?q=site%3Awww.nytmj.com+%22Dr.+Donald+Tanenbaum%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.nytmj.com+%22New+York+TMJ+%26+Orofacial+Pain+%28NY%2C+NY+5th+Ave%29%22+dental+dentist+patients,https://www.google.com/search?q=%22Dr.+Donald+Tanenbaum%22+%22630+5th+Ave+Ste.+1857%2C+New+York%2C+NY+10111%22+%22%2B1212-265-0110%22+dentist+dental+patients || https://www.google.com/search?q=%22New+York+TMJ+%26+Orofacial+Pain+%28NY%2C+NY+5th+Ave%29%22+%22630+5th+Ave+Ste.+1857%2C+New+York%2C+NY+10111%22+%22%2B1212-265-0110%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
18,eligibility_review_block:89684b9e92614157,1,shared_domain_block,2,LA_CA_L,www.sabancommunityclinic.org,google:cid:10021466510923515615 || google:cid:6573524519892687095,Saban Community Clinic || Saban Community Clinic - Virgil,"8405 Beverly Blvd, Los Angeles, CA 90048 || 137 Virgil Ave, Los Angeles, CA 90004",Community health center,https://www.sabancommunityclinic.org/ || https://www.sabancommunityclinic.org/locations/virgil-family-health-center/,+1323-653-1990,https://www.google.com/maps?cid=10021466510923515615 || https://www.google.com/maps?cid=6573524519892687095,https://www.google.com/search?q=site%3Awww.sabancommunityclinic.org+%22Saban+Community+Clinic%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.sabancommunityclinic.org+%22Saban+Community+Clinic+-+Virgil%22+dental+dentist+patients,https://www.google.com/search?q=%22Saban+Community+Clinic%22+%228405+Beverly+Blvd%2C+Los+Angeles%2C+CA+90048%22+%22%2B1323-653-1990%22+dentist+dental+patients || https://www.google.com/search?q=%22Saban+Community+Clinic+-+Virgil%22+%22137+Virgil+Ave%2C+Los+Angeles%2C+CA+90004%22+%22%2B1323-653-1990%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
19,eligibility_review_block:4f16c30f833763cd,1,shared_domain_block,3,LA_CA_L,www.tohelpeveryone.org,google:cid:14004486374216899848 || google:cid:10095274009169916734 || google:cid:17977013904022740629,To Help Everyone - La Brea Health Center || To Help Everyone - Lennox Health Center || To Help Everyone - Western Health Center,"3721 S La Brea Ave, Los Angeles, CA 90016 || 10223 Firmona Ave, Lennox, CA 90304 || 3834 S Western Ave, Los Angeles, CA 90062",Medical clinic,https://www.tohelpeveryone.org/,+1323-730-1920,https://www.google.com/maps?cid=14004486374216899848 || https://www.google.com/maps?cid=10095274009169916734 || https://www.google.com/maps?cid=17977013904022740629,https://www.google.com/search?q=site%3Awww.tohelpeveryone.org+%22To+Help+Everyone+-+La+Brea+Health+Center%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.tohelpeveryone.org+%22To+Help+Everyone+-+Lennox+Health+Center%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.tohelpeveryone.org+%22To+Help+Everyone+-+Western+Health+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22To+Help+Everyone+-+La+Brea+Health+Center%22+%223721+S+La+Brea+Ave%2C+Los+Angeles%2C+CA+90016%22+%22%2B1323-730-1920%22+dentist+dental+patients || https://www.google.com/search?q=%22To+Help+Everyone+-+Lennox+Health+Center%22+%2210223+Firmona+Ave%2C+Lennox%2C+CA+90304%22+%22%2B1323-730-1920%22+dentist+dental+patients || https://www.google.com/search?q=%22To+Help+Everyone+-+Western+Health+Center%22+%223834+S+Western+Ave%2C+Los+Angeles%2C+CA+90062%22+%22%2B1323-730-1920%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
20,eligibility_review_block:ed13c66e70f61ed4,1,shared_domain_block,2,NYC_NY_L,www.uchcbronx.org,google:cid:10390034255530110063 || google:cid:4935697797244785263,Union Community Health Center - (188th St.) || Union Community Health Center - (2021 Grand Concourse),"260 E 188th St, Bronx, NY 10458 || 2021 Grand Concourse, Bronx, NY 10453",Community health center,http://www.uchcbronx.org/,+1718-220-2020,https://www.google.com/maps?cid=10390034255530110063 || https://www.google.com/maps?cid=4935697797244785263,https://www.google.com/search?q=site%3Awww.uchcbronx.org+%22Union+Community+Health+Center+-+%28188th+St.%29%22+dental+dentist+patients || https://www.google.com/search?q=site%3Awww.uchcbronx.org+%22Union+Community+Health+Center+-+%282021+Grand+Concourse%29%22+dental+dentist+patients,https://www.google.com/search?q=%22Union+Community+Health+Center+-+%28188th+St.%29%22+%22260+E+188th+St%2C+Bronx%2C+NY+10458%22+%22%2B1718-220-2020%22+dentist+dental+patients || https://www.google.com/search?q=%22Union+Community+Health+Center+-+%282021+Grand+Concourse%29%22+%222021+Grand+Concourse%2C+Bronx%2C+NY+10453%22+%22%2B1718-220-2020%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
21,eligibility_review_block:c970ac4ff488624c,2,direct_website_singleton,1,NYC_NY_L,advancedmedicalanddental.com,google:cid:7177437249452483103,Advanced Medical & Dental,"147-12 Rockaway Blvd, Jamaica, NY 11436",Medical clinic,http://advancedmedicalanddental.com/,+1718-732-7744,https://www.google.com/maps?cid=7177437249452483103,https://www.google.com/search?q=site%3Aadvancedmedicalanddental.com+%22Advanced+Medical+%26+Dental%22+dental+dentist+patients,https://www.google.com/search?q=%22Advanced+Medical+%26+Dental%22+%22147-12+Rockaway+Blvd%2C+Jamaica%2C+NY+11436%22+%22%2B1718-732-7744%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
22,eligibility_review_block:049945e26140b61e,2,direct_website_singleton,1,Macon_GA_M,bibbfamilypractice.com,google:cid:920815215444172769,"Bibb Family Practice Associates, PC","721 Riverside Dr Ln, Macon, GA 31201",Medical clinic,http://bibbfamilypractice.com/,+1478-259-3439,https://www.google.com/maps?cid=920815215444172769,https://www.google.com/search?q=site%3Abibbfamilypractice.com+%22Bibb+Family+Practice+Associates%2C+PC%22+dental+dentist+patients,https://www.google.com/search?q=%22Bibb+Family+Practice+Associates%2C+PC%22+%22721+Riverside+Dr+Ln%2C+Macon%2C+GA+31201%22+%22%2B1478-259-3439%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
23,eligibility_review_block:827d8844f8496075,2,direct_website_singleton,1,LA_CA_L,cchccenters.org,google:cid:14327273828255401603,Comprehensive Community Health Centers - CCHC Glendale,"801 S Chevy Chase Dr #250, Glendale, CA 91205",Medical clinic,https://cchccenters.org/,+1818-265-2264,https://www.google.com/maps?cid=14327273828255401603,https://www.google.com/search?q=site%3Acchccenters.org+%22Comprehensive+Community+Health+Centers+-+CCHC+Glendale%22+dental+dentist+patients,https://www.google.com/search?q=%22Comprehensive+Community+Health+Centers+-+CCHC+Glendale%22+%22801+S+Chevy+Chase+Dr+%23250%2C+Glendale%2C+CA+91205%22+%22%2B1818-265-2264%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
24,eligibility_review_block:5c3e369f37db6a5b,2,direct_website_singleton,1,LA_CA_L,cchccenters.org,google:cid:856027905363852558,Comprehensive Community Health Centers - Eagle Rock,"1704 Colorado Blvd, Los Angeles, CA 90041",Non-profit organization,https://cchccenters.org/,+1323-256-4116,https://www.google.com/maps?cid=856027905363852558,https://www.google.com/search?q=site%3Acchccenters.org+%22Comprehensive+Community+Health+Centers+-+Eagle+Rock%22+dental+dentist+patients,https://www.google.com/search?q=%22Comprehensive+Community+Health+Centers+-+Eagle+Rock%22+%221704+Colorado+Blvd%2C+Los+Angeles%2C+CA+90041%22+%22%2B1323-256-4116%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
25,eligibility_review_block:a54d0e1d436c0292,2,direct_website_singleton,1,NYC_NY_L,charlesevanscenter.org,google:cid:16296289560891316346,CEC Health Care - Glen Cove,"113 Glen Cove Ave, Glen Cove, NY 11542",Medical clinic,http://charlesevanscenter.org/,+1516-622-8888,https://www.google.com/maps?cid=16296289560891316346,https://www.google.com/search?q=site%3Acharlesevanscenter.org+%22CEC+Health+Care+-+Glen+Cove%22+dental+dentist+patients,https://www.google.com/search?q=%22CEC+Health+Care+-+Glen+Cove%22+%22113+Glen+Cove+Ave%2C+Glen+Cove%2C+NY+11542%22+%22%2B1516-622-8888%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
26,eligibility_review_block:fc495ff11e40d90a,2,direct_website_singleton,1,Macon_GA_M,childrenshospitalnh.org,google:cid:2483200121336417676,Navicent Health,"1014 Forsyth St, Macon, GA 31201",Medical clinic,http://childrenshospitalnh.org/services-centers/autism-developmental-center/,+1478-633-8500,https://www.google.com/maps?cid=2483200121336417676,https://www.google.com/search?q=site%3Achildrenshospitalnh.org+%22Navicent+Health%22+dental+dentist+patients,https://www.google.com/search?q=%22Navicent+Health%22+%221014+Forsyth+St%2C+Macon%2C+GA+31201%22+%22%2B1478-633-8500%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
27,eligibility_review_block:27d13c04ae8a79d4,2,direct_website_singleton,1,LA_CA_L,coastlanddental.com,google:cid:10671460001844304829,Artur Arkelakyan,"905 S Lake St STE 102, Burbank, CA 91502",Medical clinic,https://coastlanddental.com/about/dr-artur-arkelakyan/,+1818-859-7979,https://www.google.com/maps?cid=10671460001844304829,https://www.google.com/search?q=site%3Acoastlanddental.com+%22Artur+Arkelakyan%22+dental+dentist+patients,https://www.google.com/search?q=%22Artur+Arkelakyan%22+%22905+S+Lake+St+STE+102%2C+Burbank%2C+CA+91502%22+%22%2B1818-859-7979%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
28,eligibility_review_block:fb2c1c9219e47f0f,2,direct_website_singleton,1,LA_CA_L,comphc.org,google:cid:2520457688506967269,Comprehensive Health Care,"3540 Wilshire Blvd #715, Los Angeles, CA 90010",Home health care service,https://comphc.org/,+1213-389-4876,https://www.google.com/maps?cid=2520457688506967269,https://www.google.com/search?q=site%3Acomphc.org+%22Comprehensive+Health+Care%22+dental+dentist+patients,https://www.google.com/search?q=%22Comprehensive+Health+Care%22+%223540+Wilshire+Blvd+%23715%2C+Los+Angeles%2C+CA+90010%22+%22%2B1213-389-4876%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
29,eligibility_review_block:048c12cff57b01e4,2,direct_website_singleton,1,Atlanta_GA_L,dch.georgia.gov,google:cid:8914701910281558014,Georgia Department of Community Health,"2 M.L.K. Jr Dr SE, Atlanta, GA 30334",Public health department,http://dch.georgia.gov/,+1404-656-4507,https://www.google.com/maps?cid=8914701910281558014,https://www.google.com/search?q=site%3Adch.georgia.gov+%22Georgia+Department+of+Community+Health%22+dental+dentist+patients,https://www.google.com/search?q=%22Georgia+Department+of+Community+Health%22+%222+M.L.K.+Jr+Dr+SE%2C+Atlanta%2C+GA+30334%22+%22%2B1404-656-4507%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
30,eligibility_review_block:31d3e981a102c5ae,2,direct_website_singleton,1,NYC_NY_L,dental.nyu.edu,google:cid:3018543719665768431,NYUDentalUrgentCareCtr,"345 E 24th St, New York, NY 10010",Academic department,https://dental.nyu.edu/patientcare/emergency-services-urgent-care.html,+1212-998-9800,https://www.google.com/maps?cid=3018543719665768431,https://www.google.com/search?q=site%3Adental.nyu.edu+%22NYUDentalUrgentCareCtr%22+dental+dentist+patients,https://www.google.com/search?q=%22NYUDentalUrgentCareCtr%22+%22345+E+24th+St%2C+New+York%2C+NY+10010%22+%22%2B1212-998-9800%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
31,eligibility_review_block:dde57ab96bcbcaaa,2,direct_website_singleton,1,LA_CA_L,dentximaging.com,google:cid:13376749074934566412,Dent X Imaging Center,"1323 N San Fernando Blvd, Burbank, CA 91504",X-ray lab,https://dentximaging.com/,+1818-239-5333,https://www.google.com/maps?cid=13376749074934566412,https://www.google.com/search?q=site%3Adentximaging.com+%22Dent+X+Imaging+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Dent+X+Imaging+Center%22+%221323+N+San+Fernando+Blvd%2C+Burbank%2C+CA+91504%22+%22%2B1818-239-5333%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
32,eligibility_review_block:d3994f3d312eac82,2,direct_website_singleton,1,Vidalia_GA_S,dermatologyassociatesga.com,google:cid:7988439992617257135,Dermatology Associates,"1013 E 1st St, Vidalia, GA 30474",Skin care clinic,https://dermatologyassociatesga.com/,+1912-472-6104,https://www.google.com/maps?cid=7988439992617257135,https://www.google.com/search?q=site%3Adermatologyassociatesga.com+%22Dermatology+Associates%22+dental+dentist+patients,https://www.google.com/search?q=%22Dermatology+Associates%22+%221013+E+1st+St%2C+Vidalia%2C+GA+30474%22+%22%2B1912-472-6104%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
33,eligibility_review_block:c8cdf20390081417,2,direct_website_singleton,1,Augusta_GA_L,ecphd.com,google:cid:14457415903984627262,Richmond County Health Department,"950 Laney Walker Blvd, Augusta, GA 30901",Public health department,http://ecphd.com/counties/richmond-county-health-department/,+1706-721-5800,https://www.google.com/maps?cid=14457415903984627262,https://www.google.com/search?q=site%3Aecphd.com+%22Richmond+County+Health+Department%22+dental+dentist+patients,https://www.google.com/search?q=%22Richmond+County+Health+Department%22+%22950+Laney+Walker+Blvd%2C+Augusta%2C+GA+30901%22+%22%2B1706-721-5800%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
34,eligibility_review_block:b681ad3d6e3d5fcc,2,direct_website_singleton,1,Atlanta_GA_L,fhcga.org,google:cid:6442774181064297868,"The Family Health Centers of Georgia, Inc.","868 York Ave SW, Atlanta, GA 30310",Medical Center,http://fhcga.org/?utm_source=GMBSocialClimb&utm_medium=TheFamilyHealthCentersofGeorgia%2CInc.,+1404-752-1400,https://www.google.com/maps?cid=6442774181064297868,https://www.google.com/search?q=site%3Afhcga.org+%22The+Family+Health+Centers+of+Georgia%2C+Inc.%22+dental+dentist+patients,https://www.google.com/search?q=%22The+Family+Health+Centers+of+Georgia%2C+Inc.%22+%22868+York+Ave+SW%2C+Atlanta%2C+GA+30310%22+%22%2B1404-752-1400%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
35,eligibility_review_block:f1045a1bbc2540fa,2,direct_website_singleton,1,NYC_NY_L,hannafacejaw.com,google:cid:18214434003362221946,Hanna Face and Jaw,"521 Park Ave C, New York, NY 10065",Surgical center,https://hannafacejaw.com/,+1212-779-2787,https://www.google.com/maps?cid=18214434003362221946,https://www.google.com/search?q=site%3Ahannafacejaw.com+%22Hanna+Face+and+Jaw%22+dental+dentist+patients,https://www.google.com/search?q=%22Hanna+Face+and+Jaw%22+%22521+Park+Ave+C%2C+New+York%2C+NY+10065%22+%22%2B1212-779-2787%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
36,eligibility_review_block:d46109d072774289,2,direct_website_singleton,1,NYC_NY_L,harlemunited.org,google:cid:5978500574907670907,Harlem United,"179 E 116th St, New York, NY 10029",Community health center,http://harlemunited.org/,+1212-987-3707,https://www.google.com/maps?cid=5978500574907670907,https://www.google.com/search?q=site%3Aharlemunited.org+%22Harlem+United%22+dental+dentist+patients,https://www.google.com/search?q=%22Harlem+United%22+%22179+E+116th+St%2C+New+York%2C+NY+10029%22+%22%2B1212-987-3707%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
37,eligibility_review_block:e66361ef703d9843,2,direct_website_singleton,1,Atlanta_GA_L,healatlanta.org,google:cid:13815089370373089399,Healing Community Center,"1188 Ralph David Abernathy Blvd SW, Atlanta, GA 30310",Community health center,https://healatlanta.org/,+1404-564-7749,https://www.google.com/maps?cid=13815089370373089399,https://www.google.com/search?q=site%3Ahealatlanta.org+%22Healing+Community+Center%22+dental+dentist+patients,https://www.google.com/search?q=%22Healing+Community+Center%22+%221188+Ralph+David+Abernathy+Blvd+SW%2C+Atlanta%2C+GA+30310%22+%22%2B1404-564-7749%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
38,eligibility_review_block:848929f859c17027,2,direct_website_singleton,1,Atlanta_GA_L,health.gsu.edu,google:cid:1014165455047184436,Georgia State University Student Clinic,"75 Piedmont Ave NE Ste 200, Atlanta, GA 30312",Medical clinic,http://health.gsu.edu/,+1404-413-1930,https://www.google.com/maps?cid=1014165455047184436,https://www.google.com/search?q=site%3Ahealth.gsu.edu+%22Georgia+State+University+Student+Clinic%22+dental+dentist+patients,https://www.google.com/search?q=%22Georgia+State+University+Student+Clinic%22+%2275+Piedmont+Ave+NE+Ste+200%2C+Atlanta%2C+GA+30312%22+%22%2B1404-413-1930%22+dentist+dental+patients,Review every member. Use one block decision only when the same evidence supports every exact profile; otherwise review profiles separately.
